data_checker,data_collector,state,statute_id,statute_name,year,estimated_amount,penalty_type,penalty_amt_min,penalty_amt_max,penalty_amt_fixed,penalty_other,Notes,is_discretionary_text,has_min,has_max,has_fixed,has_numeric_amount,amount_type
,Guiselle M. Delgadillo,arizona,az_37,ariz. rev. stat. ann. § 13-3406(c),1990,$1000.00 - $1000.00,"Possession, sale, or transport of prescription drugs – misbranded – classification",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_37,ariz. rev. stat. ann. § 13-3406(c),1991,$1000.00 - $1000.00,"Possession, sale, or transport of prescription drugs – misbranded – classification",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_37,ariz. rev. stat. ann. § 13-3406(c),1993,$1000.00 - $1000.00,"Possession, sale, or transport of prescription drugs – misbranded – classification",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_37,ariz. rev. stat. ann. § 13-3406(c),1993,$1000.00 - $1000.00,"Possession, sale, or transport of prescription drugs – misbranded – classification",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_37,ariz. rev. stat. ann. § 13-3406(c),1993,$1000.00 - $1000.00,"Possession, sale, or transport of prescription drugs – misbranded – classification",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_37,ariz. rev. stat. ann. § 13-3406(c),1993,$1000.00 - $1000.00,"Possession, sale, or transport of prescription drugs – misbranded – classification",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_37,ariz. rev. stat. ann. § 13-3406(c),1993,$1000.00 - $1000.00,"Possession, sale, or transport of prescription drugs – misbranded – classification",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_37,ariz. rev. stat. ann. § 13-3406(c),1993,$1000.00 - $1000.00,"Possession, sale, or transport of prescription drugs – misbranded – classification",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_37,ariz. rev. stat. ann. § 13-3406(c),1993,$1000.00 - $1000.00,"Possession, sale, or transport of prescription drugs – misbranded – classification",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_37,ariz. rev. stat. ann. § 13-3406(c),2001,$1000.00 - $1000.00,"Possession, sale, or transport of prescription drugs – misbranded – classification",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_37,ariz. rev. stat. ann. § 13-3406(c),2005,$1000.00 - $1000.00,"Possession, sale, or transport of prescription drugs – misbranded – classification",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_37,ariz. rev. stat. ann. § 13-3406(c),2015,$1000.00 - $1000.00,"Possession, sale, or transport of prescription drugs – misbranded – classification",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_38,ariz. rev. stat. ann. § 13-709(b),1998,$2000.00 - $0,Offenses in school safety zone – sentences & definitions,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_38,ariz. rev. stat. ann. § 13-709(b),2007,$2000.00 - $0,Offenses in school safety zone – sentences & definitions,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_38,ariz. rev. stat. ann. § 13-709(b),2008,$2000.00 - $0,Offenses in school safety zone – sentences & definitions,2000.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_38,ariz. rev. stat. ann. § 13-709(b),2024,$2000.00 - $0,Offenses in school safety zone – sentences & definitions,2000.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_39,ariz. rev. stat. ann. § 13-1214(b),2014,$25000.00 - $0,Unlawful mutilation – classification & definition,25000.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),1993,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),1993,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),1993,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),1995,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),1997,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),1998,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),1998,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),2002,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),2005,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),2006,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),2007,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),2008,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),2008,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),2009,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),2010,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),2014,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),2017,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_40,ariz. rev. stat. ann. § 13-902(g),2017,$0.00 - $0,Probation periods & fees,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_41,ariz. rev. stat. ann. § 13-1809(e)(1),1995,$0.00 - $75.00,Bad check fee – up to $100,,,50.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_41,ariz. rev. stat. ann. § 13-1809(e)(1),1999,$0.00 - $75.00,Bad check fee – up to $100,,,50.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_41,ariz. rev. stat. ann. § 13-1809(e)(1),2011,$0.00 - $75.00,Bad check fee – up to $100,,,75.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_41,ariz. rev. stat. ann. § 13-1809(e)(1),2019,$0.00 - $75.00,Bad check fee – up to $100,,,75.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_42,ariz. rev. stat. ann. § 13-1809(e)(2),1995,$0.00 - $100.00,Bad check fee – $100 to $300,,,75.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_42,ariz. rev. stat. ann. § 13-1809(e)(2),1999,$0.00 - $100.00,Bad check fee – $100 to $300,,,75.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_42,ariz. rev. stat. ann. § 13-1809(e)(2),2011,$0.00 - $100.00,Bad check fee – $100 to $300,,,100.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_42,ariz. rev. stat. ann. § 13-1809(e)(2),2019,$0.00 - $100.00,Bad check fee – $100 to $300,,,100.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_43,ariz. rev. stat. ann. § 13-1809(e)(3),1995,$0.00 - $125.00,Bad check fee – $300 to $1000,,,100.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_43,ariz. rev. stat. ann. § 13-1809(e)(3),1999,$0.00 - $125.00,Bad check fee – $300 to $1000,,,100.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_43,ariz. rev. stat. ann. § 13-1809(e)(3),2011,$0.00 - $125.00,Bad check fee – $300 to $1000,,,125.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_43,ariz. rev. stat. ann. § 13-1809(e)(3),2019,$0.00 - $125.00,Bad check fee – $300 to $1000,,,125.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_44,ariz. rev. stat. ann. § 13-1809(e)(4),1995,Up to 20%,Bad check fee – $300 to $1000,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_44,ariz. rev. stat. ann. § 13-1809(e)(4),1999,Up to 20%,Bad check fee – $300 to $1000,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_44,ariz. rev. stat. ann. § 13-1809(e)(4),2011,Up to 20%,Bad check fee – $300 to $1000,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_44,ariz. rev. stat. ann. § 13-1809(e)(4),2019,Up to 20%,Bad check fee – $300 to $1000,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_45,ariz. rev. stat. ann. § 13-1809(b),1995,Up to full restitution,bad check restitution,,,,,"Up to 2x the check amount or $50, whichever is greater.",False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_45,ariz. rev. stat. ann. § 13-1809(b),1999,Up to full restitution,bad check restitution,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_45,ariz. rev. stat. ann. § 13-1809(b),2011,Up to full restitution,bad check restitution,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_45,ariz. rev. stat. ann. § 13-1809(b),2019,Up to full restitution,bad check restitution,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_46,ariz. rev. stat. ann. § 13-914(e)(2),1989,$75.00 - $0,intensive probation fee,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_46,ariz. rev. stat. ann. § 13-914(e)(2),1995,$75.00 - $0,intensive probation fee,30.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_46,ariz. rev. stat. ann. § 13-914(e)(2),1998,$75.00 - $0,intensive probation fee,40.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_46,ariz. rev. stat. ann. § 13-914(e)(2),1998,$75.00 - $0,intensive probation fee,30.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_46,ariz. rev. stat. ann. § 13-914(e)(2),2002,$75.00 - $0,intensive probation fee,50.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_46,ariz. rev. stat. ann. § 13-914(e)(2),2005,$75.00 - $0,intensive probation fee,50.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_46,ariz. rev. stat. ann. § 13-914(e)(2),2009,$75.00 - $0,intensive probation fee,75.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_46,ariz. rev. stat. ann. § 13-914(e)(2),2016,$75.00 - $0,intensive probation fee,75.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_46,ariz. rev. stat. ann. § 13-914(e)(2),2021,$75.00 - $0,intensive probation fee,75.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_47,ariz. rev. stat. ann. § 13-1807(e),1995,Value of the check plus 12% interest,issuing a bad check,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_47,ariz. rev. stat. ann. § 13-1807(e),2007,Value of the check plus 12% interest,issuing a bad check,,,,,"In an amount of $5,000 or more is a class felony 6. If the person fails to pay the full amount of the check, including accrued interest at the rate of 12% per year and any other applicable fees pursuant to this chapter, within 60 days after receiving notice pursuant to section 13-1808.",False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_48,ariz. rev. stat. ann. § 22-404(b),1990,$17.00 - $17.00,Municipal court – minimum clerk fee,7.5,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_48,ariz. rev. stat. ann. § 22-404(b),1991,$17.00 - $17.00,Municipal court – minimum clerk fee,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_48,ariz. rev. stat. ann. § 22-404(b),1992,$17.00 - $17.00,Municipal court – minimum clerk fee,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_48,ariz. rev. stat. ann. § 22-404(b),1997,$17.00 - $17.00,Municipal court – minimum clerk fee,17.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_48,ariz. rev. stat. ann. § 22-404(b),2001,$17.00 - $17.00,Municipal court – minimum clerk fee,17.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_48,ariz. rev. stat. ann. § 22-404(b),2002,$17.00 - $17.00,Municipal court – minimum clerk fee,17.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_48,ariz. rev. stat. ann. § 22-404(b),2022,$17.00 - $17.00,Municipal court – minimum clerk fee,17.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_49,ariz. rev. stat. ann. § 22-404(b),1990,$17.00 - $17.00,Municipal court fee – document search,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_49,ariz. rev. stat. ann. § 22-404(b),1991,$17.00 - $17.00,Municipal court fee – document search,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_49,ariz. rev. stat. ann. § 22-404(b),1992,$17.00 - $17.00,Municipal court fee – document search,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_49,ariz. rev. stat. ann. § 22-404(b),1997,$17.00 - $17.00,Municipal court fee – document search,17.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_49,ariz. rev. stat. ann. § 22-404(b),2001,$17.00 - $17.00,Municipal court fee – document search,17.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_49,ariz. rev. stat. ann. § 22-404(b),2002,$17.00 - $17.00,Municipal court fee – document search,17.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_49,ariz. rev. stat. ann. § 22-404(b),2022,$17.00 - $17.00,Municipal court fee – document search,17.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_50,ariz. rev. stat. ann. § 22-404(b),1990,$17.00 - $17.00,Municipal court fee – record duplication,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_50,ariz. rev. stat. ann. § 22-404(b),1991,$17.00 - $17.00,Municipal court fee – record duplication,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_50,ariz. rev. stat. ann. § 22-404(b),1992,$17.00 - $17.00,Municipal court fee – record duplication,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_50,ariz. rev. stat. ann. § 22-404(b),1997,$17.00 - $17.00,Municipal court fee – record duplication,17.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_50,ariz. rev. stat. ann. § 22-404(b),2001,$17.00 - $17.00,Municipal court fee – record duplication,17.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_50,ariz. rev. stat. ann. § 22-404(b),2002,$17.00 - $17.00,Municipal court fee – record duplication,17.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_50,ariz. rev. stat. ann. § 22-404(b),2022,$17.00 - $17.00,Municipal court fee – record duplication,17.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_51,ariz. rev. stat. ann. § 22-404(b),1990,$0.50 Per Page,Municipal court fee – document copies,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_51,ariz. rev. stat. ann. § 22-404(b),1991,$0.50 Per Page,Municipal court fee – document copies,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_51,ariz. rev. stat. ann. § 22-404(b),1992,$0.50 Per Page,Municipal court fee – document copies,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_51,ariz. rev. stat. ann. § 22-404(b),1997,$0.50 Per Page,Municipal court fee – document copies,0.5,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_51,ariz. rev. stat. ann. § 22-404(b),2001,$0.50 Per Page,Municipal court fee – document copies,0.5,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_51,ariz. rev. stat. ann. § 22-404(b),2002,$0.50 Per Page,Municipal court fee – document copies,0.5,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_51,ariz. rev. stat. ann. § 22-404(b),2022,$0.50 Per Page,Municipal court fee – document copies,0.5,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_52,ariz. rev. stat. ann. § 28-1525,2011,$125.00 - $125.00,assessment; failure to pay fine,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),1995,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),1997,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),1998,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),1999,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),1999,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2000,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2000,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2001,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2003,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2004,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2005,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2006,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2007,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2008,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2008,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2011,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2018,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2019,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_53,ariz. rev. stat. ann. § 28-1382(d)(2),2023,$250.00 - $0,DUI - Extreme Influence (BAC .15-.20),250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),1995,$500.00 - $0,DUI - Extreme Influence (BAC > .20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),1997,$500.00 - $0,DUI - Extreme Influence (BAC > .20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),1998,$500.00 - $0,DUI - Extreme Influence (BAC > .20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),1999,$500.00 - $0,DUI - Extreme Influence (BAC > .20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),1999,$500.00 - $0,DUI - Extreme Influence (BAC > .20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2000,$500.00 - $0,DUI - Extreme Influence (BAC > .20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2000,$500.00 - $0,DUI - Extreme Influence (BAC > .20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2001,$500.00 - $0,DUI - Extreme Influence (BAC > .20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2003,$500.00 - $0,DUI - Extreme Influence (BAC > .20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2004,$500.00 - $0,DUI - Extreme Influence (BAC > .20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2005,$500.00 - $0,DUI - Extreme Influence (BAC > .20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2006,$500.00 - $0,DUI - Extreme Influence (BAC > .20),,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2007,$500.00 - $0,DUI - Extreme Influence (BAC > .20),500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2008,$500.00 - $0,DUI - Extreme Influence (BAC > .20),500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2008,$500.00 - $0,DUI - Extreme Influence (BAC > .20),500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2011,$500.00 - $0,DUI - Extreme Influence (BAC > .20),500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2018,$500.00 - $0,DUI - Extreme Influence (BAC > .20),500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2019,$500.00 - $0,DUI - Extreme Influence (BAC > .20),500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_54,ariz. rev. stat. ann. § 28-1382(d)(2),2023,$500.00 - $0,DUI - Extreme Influence (BAC > .20),500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),1995,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),1997,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),1998,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),1999,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),1999,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2000,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2000,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2001,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2003,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2004,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2005,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2006,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2007,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
