data_checker,data_collector,state,statute_id,                 statute_name,estimated_amount,penalty_type,year,penalty_amt_min,penalty_amt_max,penalty_amt_fixed,penalty_other,notes,is_discretionary_text,has_min,has_max,has_fixed,has_numeric_amount,amount_type
,Clark J. Griffin,california,ca_134,cal. pen. code § 264(b),$0 - $70,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1977,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_134,cal. pen. code § 264(b),$0 - $70,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1978,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_134,cal. pen. code § 264(b),$0 - $70,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1979,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_134,cal. pen. code § 264(b),$0 - $70,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1981,,70.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_134,cal. pen. code § 264(b),$0 - $70,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1988,,70.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_134,cal. pen. code § 264(b),$0 - $70,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1993,,70.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_134,cal. pen. code § 264(b),$0 - $70,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1999,,70.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_134,cal. pen. code § 264(b),$0 - $70,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",2010,,70.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_134,cal. pen. code § 264(b),$0 - $70,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",2021,,70.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_135,cal. pen. code § 266,$0 - $2000,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1872,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_135,cal. pen. code § 266,$0 - $2000,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1873,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_135,cal. pen. code § 266,$0 - $2000,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1976,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_135,cal. pen. code § 266,$0 - $2000,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1984,,2000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_135,cal. pen. code § 266,$0 - $2000,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",2019,,2000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_136,cal. pen. code § 266a,$0 - $10000,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1905,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_136,cal. pen. code § 266a,$0 - $10000,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1975,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_136,cal. pen. code § 266a,$0 - $10000,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1976,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_136,cal. pen. code § 266a,$0 - $10000,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",1983,,2000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_136,cal. pen. code § 266a,$0 - $10000,"of crimes against the person involving sexual assault, and crimes against public decency and good morals - rape, abduction, carnal abuse of children, and seduction",2014,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_487,cal. pen. code § 570,$0 - $10000,of crimes against property; unlawful subleasing of motor vehicles,1987,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_487,cal. pen. code § 570,$0 - $10000,of crimes against property; unlawful subleasing of motor vehicles,2011,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_488,cal. pen. code § 577,$0 - $1000,of crimes against property; fraudulent issue of documents of title to merchandise,1872,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_488,cal. pen. code § 577,$0 - $1000,of crimes against property; fraudulent issue of documents of title to merchandise,1976,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_488,cal. pen. code § 577,$0 - $1000,of crimes against property; fraudulent issue of documents of title to merchandise,2011,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_489,cal. pen. code § 578,$0 - $1000,of crimes against property; fraudulent issue of documents of title to merchandise,1872,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_489,cal. pen. code § 578,$0 - $1000,of crimes against property; fraudulent issue of documents of title to merchandise,1976,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_489,cal. pen. code § 578,$0 - $1000,of crimes against property; fraudulent issue of documents of title to merchandise,2011,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_490,cal. pen. code § 580,$0 - $1000,of crimes against property; fraudulent issue of documents of title to merchandise,1872,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_490,cal. pen. code § 580,$0 - $1000,of crimes against property; fraudulent issue of documents of title to merchandise,1976,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_490,cal. pen. code § 580,$0 - $1000,of crimes against property; fraudulent issue of documents of title to merchandise,2011,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_491,cal. pen. code § 581,$0 - $1000,of crimes against property; fraudulent issue of documents of title to merchandise,1872,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_491,cal. pen. code § 581,$0 - $1000,of crimes against property; fraudulent issue of documents of title to merchandise,1976,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_491,cal. pen. code § 581,$0 - $1000,of crimes against property; fraudulent issue of documents of title to merchandise,2011,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_492,cal. pen. code § 587b,$0 - $50,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",1909,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_492,cal. pen. code § 587b,$0 - $50,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",1949,,50.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_493,cal. pen. code § 587c,$0 - $500,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",1909,,500.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_494,cal. pen. code § 591,$0 - $1000,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",1872,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_494,cal. pen. code § 591,$0 - $1000,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",1905,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_494,cal. pen. code § 591,$0 - $1000,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",1909,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_494,cal. pen. code § 591,$0 - $1000,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",1921,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_494,cal. pen. code § 591,$0 - $1000,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",1965,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_494,cal. pen. code § 591,$0 - $1000,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",1967,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_494,cal. pen. code § 591,$0 - $1000,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",1976,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_494,cal. pen. code § 591,$0 - $1000,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",1986,,500.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_494,cal. pen. code § 591,$0 - $1000,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",2011,,500.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_494,cal. pen. code § 591,$0 - $1000,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",2014,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_495,cal. pen. code § 591,$0 - $10000,"of crimes against property; malicious injuries to railroad bridges, highways, bridges, and telegraphs",2014,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_496,cal. pen. code § 594(b)(1),"$0 - $10000 If the amount of defacement, damage, or destruction is four hundred dollars($400) or more",of crimes against property; malicious mischief,1998,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_496,cal. pen. code § 594(b)(1),"$0 - $10000 If the amount of defacement, damage, or destruction is four hundred dollars($400) or more",of crimes against property; malicious mischief,1999,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_496,cal. pen. code § 594(b)(1),"$0 - $10000 If the amount of defacement, damage, or destruction is four hundred dollars($400) or more",of crimes against property; malicious mischief,2000,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_496,cal. pen. code § 594(b)(1),"$0 - $10000 If the amount of defacement, damage, or destruction is four hundred dollars($400) or more",of crimes against property; malicious mischief,2008,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_496,cal. pen. code § 594(b)(1),"$0 - $10000 If the amount of defacement, damage, or destruction is four hundred dollars($400) or more",of crimes against property; malicious mischief,2011,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_497,cal. pen. code § 594(b)(1),"$0 - $50000 if the amount of defacement, damage, or destruction is ten thousand dollars($10,000) or more",of crimes against property; malicious mischief,1998,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_497,cal. pen. code § 594(b)(1),"$0 - $50000 if the amount of defacement, damage, or destruction is ten thousand dollars($10,000) or more",of crimes against property; malicious mischief,1999,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_497,cal. pen. code § 594(b)(1),"$0 - $50000 if the amount of defacement, damage, or destruction is ten thousand dollars($10,000) or more",of crimes against property; malicious mischief,2000,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_497,cal. pen. code § 594(b)(1),"$0 - $50000 if the amount of defacement, damage, or destruction is ten thousand dollars($10,000) or more",of crimes against property; malicious mischief,2008,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_497,cal. pen. code § 594(b)(1),"$0 - $50000 if the amount of defacement, damage, or destruction is ten thousand dollars($10,000) or more",of crimes against property; malicious mischief,2011,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_498,cal. pen. code § 594(b)(2)(a),"$0 - $1000 If the amount of defacement, damage, or destruction is less than fourhundred dollars ($400)",of crimes against property; malicious mischief,1998,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_498,cal. pen. code § 594(b)(2)(a),"$0 - $1000 If the amount of defacement, damage, or destruction is less than fourhundred dollars ($400)",of crimes against property; malicious mischief,1999,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_498,cal. pen. code § 594(b)(2)(a),"$0 - $1000 If the amount of defacement, damage, or destruction is less than fourhundred dollars ($400)",of crimes against property; malicious mischief,2000,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_498,cal. pen. code § 594(b)(2)(a),"$0 - $1000 If the amount of defacement, damage, or destruction is less than fourhundred dollars ($400)",of crimes against property; malicious mischief,2008,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_498,cal. pen. code § 594(b)(2)(a),"$0 - $1000 If the amount of defacement, damage, or destruction is less than fourhundred dollars ($400)",of crimes against property; malicious mischief,2011,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_499,cal. pen. code § 594(b)(2)(b),"$0 - $5000 If the amount of defacement, damage, or destruction is less than fourhundred dollars ($400), and the defendant has been previously convicted of vandalism or affixing graffiti or other inscribed material under Section 594, 594.3, 594.4, 640.5, 640.6, or 640.7",of crimes against property; malicious mischief,1998,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_499,cal. pen. code § 594(b)(2)(b),"$0 - $5000 If the amount of defacement, damage, or destruction is less than fourhundred dollars ($400), and the defendant has been previously convicted of vandalism or affixing graffiti or other inscribed material under Section 594, 594.3, 594.4, 640.5, 640.6, or 640.7",of crimes against property; malicious mischief,1999,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_499,cal. pen. code § 594(b)(2)(b),"$0 - $5000 If the amount of defacement, damage, or destruction is less than fourhundred dollars ($400), and the defendant has been previously convicted of vandalism or affixing graffiti or other inscribed material under Section 594, 594.3, 594.4, 640.5, 640.6, or 640.7",of crimes against property; malicious mischief,2000,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_499,cal. pen. code § 594(b)(2)(b),"$0 - $5000 If the amount of defacement, damage, or destruction is less than fourhundred dollars ($400), and the defendant has been previously convicted of vandalism or affixing graffiti or other inscribed material under Section 594, 594.3, 594.4, 640.5, 640.6, or 640.7",of crimes against property; malicious mischief,2008,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_499,cal. pen. code § 594(b)(2)(b),"$0 - $5000 If the amount of defacement, damage, or destruction is less than fourhundred dollars ($400), and the defendant has been previously convicted of vandalism or affixing graffiti or other inscribed material under Section 594, 594.3, 594.4, 640.5, 640.6, or 640.7",of crimes against property; malicious mischief,2011,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_500,cal. pen. code § 594.37(b),$0 - $1000,of crimes against property; malicious mischief,2012,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_501,cal. pen. code § 594.4(b)(1),"$0 - $50000 If the amount of the defacement, damage, destruction, or contamination is fiftythousand dollars ($50,000) or more",of crimes against property; malicious mischief,1993,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_501,cal. pen. code § 594.4(b)(1),"$0 - $50000 If the amount of the defacement, damage, destruction, or contamination is fiftythousand dollars ($50,000) or more",of crimes against property; malicious mischief,1994,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_501,cal. pen. code § 594.4(b)(1),"$0 - $50000 If the amount of the defacement, damage, destruction, or contamination is fiftythousand dollars ($50,000) or more",of crimes against property; malicious mischief,2009,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_501,cal. pen. code § 594.4(b)(1),"$0 - $50000 If the amount of the defacement, damage, destruction, or contamination is fiftythousand dollars ($50,000) or more",of crimes against property; malicious mischief,2011,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_502,cal. pen. code § 594.4(b)(2),"$0 - $10000 If the amount of the defacement, damage, destruction, or contamination is fivethousand dollars ($5,000) or more",of crimes against property; malicious mischief,1993,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_502,cal. pen. code § 594.4(b)(2),"$0 - $10000 If the amount of the defacement, damage, destruction, or contamination is fivethousand dollars ($5,000) or more",of crimes against property; malicious mischief,1994,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_502,cal. pen. code § 594.4(b)(2),"$0 - $10000 If the amount of the defacement, damage, destruction, or contamination is fivethousand dollars ($5,000) or more",of crimes against property; malicious mischief,2009,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_502,cal. pen. code § 594.4(b)(2),"$0 - $10000 If the amount of the defacement, damage, destruction, or contamination is fivethousand dollars ($5,000) or more",of crimes against property; malicious mischief,2011,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_503,cal. pen. code § 594.4(b)(3),"$0 - $5000 f the amount of defacement, damage, destruction, or contamination is nine hundredfifty dollars ($950) or more",of crimes against property; malicious mischief,1993,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_503,cal. pen. code § 594.4(b)(3),"$0 - $5000 f the amount of defacement, damage, destruction, or contamination is nine hundredfifty dollars ($950) or more",of crimes against property; malicious mischief,1994,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_503,cal. pen. code § 594.4(b)(3),"$0 - $5000 f the amount of defacement, damage, destruction, or contamination is nine hundredfifty dollars ($950) or more",of crimes against property; malicious mischief,2009,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_503,cal. pen. code § 594.4(b)(3),"$0 - $5000 f the amount of defacement, damage, destruction, or contamination is nine hundredfifty dollars ($950) or more",of crimes against property; malicious mischief,2011,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_504,cal. pen. code § 594.4(b)(4),"$0 - $1000 If the amount of the defacement, damage, destruction, or contamination is lessthan nine hundred fifty dollars ($950)",of crimes against property; malicious mischief,1993,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_504,cal. pen. code § 594.4(b)(4),"$0 - $1000 If the amount of the defacement, damage, destruction, or contamination is lessthan nine hundred fifty dollars ($950)",of crimes against property; malicious mischief,1994,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_504,cal. pen. code § 594.4(b)(4),"$0 - $1000 If the amount of the defacement, damage, destruction, or contamination is lessthan nine hundred fifty dollars ($950)",of crimes against property; malicious mischief,2009,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_504,cal. pen. code § 594.4(b)(4),"$0 - $1000 If the amount of the defacement, damage, destruction, or contamination is lessthan nine hundred fifty dollars ($950)",of crimes against property; malicious mischief,2011,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_505,cal. pen. code § 596.7(f)(1),$500 - $2000 first violation,of crimes against property; malicious mischief,2000,500.0,2000.0,,,,False,True,True,False,True,range
,Clark J. Griffin,california,ca_505,cal. pen. code § 596.7(f)(1),$500 - $2000 first violation,of crimes against property; malicious mischief,2007,500.0,2000.0,,,,False,True,True,False,True,range
,Clark J. Griffin,california,ca_506,cal. pen. code § 596.7(f)(2),$1500 - $5000 second violation,of crimes against property; malicious mischief,2000,1500.0,5000.0,,,,False,True,True,False,True,range
,Clark J. Griffin,california,ca_506,cal. pen. code § 596.7(f)(2),$1500 - $5000 second violation,of crimes against property; malicious mischief,2007,1500.0,5000.0,,,,False,True,True,False,True,range
,Clark J. Griffin,california,ca_507,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1872,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_507,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1909,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_507,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1972,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_507,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1976,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_507,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1979,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_507,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1986,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_507,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1987,,20000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_507,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1988,,20000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_507,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1998,,20000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_507,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,2011,,20000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_507,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,2019,,20000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_507,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,2023,,20000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_508,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1872,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_508,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1909,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_508,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1972,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_508,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1976,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_508,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1979,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_508,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1986,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_508,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1987,,2000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_508,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1988,,2000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_508,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,1998,,2000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_508,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,2011,,2000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_508,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,2019,,2000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_508,cal. pen. code § 597(d),$0 - $20000,of crimes against property; malicious mischief,2023,,2000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_509,cal. pen. code § 597.1(g),$250 - $1000,of crimes against property; malicious mischief,1991,250.0,1000.0,,,,False,True,True,False,True,range
,Clark J. Griffin,california,ca_509,cal. pen. code § 597.1(g),$250 - $1000,of crimes against property; malicious mischief,1998,250.0,1000.0,,,,False,True,True,False,True,range
,Clark J. Griffin,california,ca_509,cal. pen. code § 597.1(g),$250 - $1000,of crimes against property; malicious mischief,2011,250.0,1000.0,,,,False,True,True,False,True,range
,Clark J. Griffin,california,ca_509,cal. pen. code § 597.1(g),$250 - $1000,of crimes against property; malicious mischief,2012,250.0,1000.0,,,,False,True,True,False,True,range
,Clark J. Griffin,california,ca_509,cal. pen. code § 597.1(g),$250 - $1000,of crimes against property; malicious mischief,2019,250.0,1000.0,,,,False,True,True,False,True,range
,Clark J. Griffin,california,ca_510,cal. pen. code § 597.3(c),$250 - $1000,of crimes against property; malicious mischief,2000,250.0,1000.0,,,,False,True,True,False,True,range
,Clark J. Griffin,california,ca_510,cal. pen. code § 597.3(c),$250 - $1000,of crimes against property; malicious mischief,2001,250.0,1000.0,,,,False,True,True,False,True,range
,Clark J. Griffin,california,ca_511,cal. pen. code § 597.4(b)(1),$0 - $250,of crimes against property; malicious mischief,2011,,250.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_511,cal. pen. code § 597.4(b)(1),$0 - $250,of crimes against property; malicious mischief,2012,,250.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_512,cal. pen. code § 597.4(c),$0 - $1000,of crimes against property; malicious mischief,2011,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_512,cal. pen. code § 597.4(c),$0 - $1000,of crimes against property; malicious mischief,2012,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_513,cal. pen. code § 597.5(a),$0 - $50000,of crimes against property; malicious mischief,1975,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_513,cal. pen. code § 597.5(a),$0 - $50000,of crimes against property; malicious mischief,1977,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_513,cal. pen. code § 597.5(a),$0 - $50000,of crimes against property; malicious mischief,1987,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_513,cal. pen. code § 597.5(a),$0 - $50000,of crimes against property; malicious mischief,2009,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_513,cal. pen. code § 597.5(a),$0 - $50000,of crimes against property; malicious mischief,2010,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_513,cal. pen. code § 597.5(a),$0 - $50000,of crimes against property; malicious mischief,2011,,50000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_514,cal. pen. code § 597.5(b),$0 - $5000,of crimes against property; malicious mischief,1975,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_514,cal. pen. code § 597.5(b),$0 - $5000,of crimes against property; malicious mischief,1977,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_514,cal. pen. code § 597.5(b),$0 - $5000,of crimes against property; malicious mischief,1987,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_514,cal. pen. code § 597.5(b),$0 - $5000,of crimes against property; malicious mischief,2009,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_514,cal. pen. code § 597.5(b),$0 - $5000,of crimes against property; malicious mischief,2010,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_514,cal. pen. code § 597.5(b),$0 - $5000,of crimes against property; malicious mischief,2011,,5000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_539,cal. pen. code § 602(b),$0 - $250,of crimes against property; malicious mischief,1872,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_539,cal. pen. code § 602(b),$0 - $250,of crimes against property; malicious mischief,1873,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_539,cal. pen. code § 602(b),$0 - $250,of crimes against property; malicious mischief,1874,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_539,cal. pen. code § 602(b),$0 - $250,of crimes against property; malicious mischief,1877,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_539,cal. pen. code § 602(b),$0 - $250,of crimes against property; malicious mischief,1905,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_539,cal. pen. code § 602(b),$0 - $250,of crimes against property; malicious mischief,1917,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_539,cal. pen. code § 602(b),$0 - $250,of crimes against property; malicious mischief,1927,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_539,cal. pen. code § 602(b),$0 - $250,of crimes against property; malicious mischief,1929,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_539,cal. pen. code § 602(b),$0 - $250,of crimes against property; malicious mischief,1931,,,,,,False,False,False,False,False,none
