data_collector,state,statute_id,statute_name,estimated_amount,penalty_type,year,penalty_amt_min,penalty_amt_max,penalty_amt_fixed,penalty_other,notes,unnamed:_12,is_discretionary_text,has_min,has_max,has_fixed,has_numeric_amount,amount_type
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(a)(1)",all the costs,"payment of fines, costs and restitution upon conviction",1997.0,,,,,"""i. Fines imposed by any court for local building, housing or sanitation code violations. The unpaid amounts of such fines may be added to local property tax billings for the property which was the subject of said violation when authorized by local ordinance. 'Fines' as used in this section, shall also include any civil judgment awarded to the State or any political subdivision thereof entered pursuant to Section 4101 of Title 11 of the Delaware Code.""", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"Section 1. Amend Section 4204(c)(9) of Title 11 of the Delaware Code by adding immediately after the last sentence thereof the following: ""Notwithstanding any law, rule or regulation to the contrary, for the purposes of ensuring the payment of restitution the court shall retain jurisdiction over the offender until the amount of restitution ordered has been paid in full.""", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_2",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"Section 2. Amend Section 4204(c) of Title 11 of the Delaware Code by adding a new paragraph ""(10)"" to said subsection, to read as follows: ""(10) Whenever restitution is ordered pursuant to paragraph (9) of this subsection or any other applicable statute or rule, and if deemed appropriate to ensure or facilitate the collection of restitution from the defendant or if otherwise required by statute, the court may impose a sentence involving an Accountability Level I - Restitution Only sanction. Such a sanction shall be limited to the placement of the offender upon unsupervised probation, and the conditions of such probation shall be limited to those that are necessary to ensure or facilitate the collection of restitution. No offender shall be found to be in violation of the conditions of such a sanction unless he or she is found to be in violation of an applicable restitution order.""", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_3",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"Section 3. Amend Section 4204 of Title 11 of the Delaware Code by redesignating subsection ""(m)"" thereof as subsection ""(n)"", and by adding a new subsection ""(m)"" thereto, to read as follows: ""(n) As a condition of any sentence, and regardless of whether such sentence includes a period of probation or suspension of sentence, the Court may order the offender to engage in a specified act or acts, or to refrain from engaging in a specified act or acts, as deemed necessary by the court to ensure the public peace, the safety of the victim or the public, the rehabilitation of the offender, the satisfaction of the offender's restitution obligation to the victim or his or her financial obligations to the State, or for any other purpose consistent with the interests of justice. The duration of any order entered pursuant to this subsection shall not exceed the maximum term of commitment provided by law for the offense or 1 year, whichever is greater; provided that in all cases where no commitment is provided by law the duration of such order shall not exceed 1 year. A violation of any order issued pursuant to this subsection shall be prosecuted pursuant to 11 Del.C. Section 1271. Any such prosecution pursuant to 11 Del.C. Section 1271 shall not preclude prosecution under any other provision of this Code.""", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(a)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"Section 4. Amend Section 4333 of Title 11 of the Delaware Code by striking the body of said section in its entirety, and by substituting in lieu thereof the following: ""(a) The period of probation or suspension of sentence shall be fixed by the Court subject to the provisions of this section. Any probation or suspension of sentence may be terminated by the court at any time and upon such termination or upon termination by expiration of the term, an order to this effect shall be entered by the court.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(b)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,(b) The length of any period of probation or suspension of sentence shall be limited to:, ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(1)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"(1) 2 years, for any Title 11 violent felony as designated in Section 4201(c) of this Title;", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(2)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"(2) 18 months, for any offense set forth in Title 16 of this Code; or", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(3)(2)(c)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"(3) 1 year, for any offense not otherwise specified in paragraphs (1) or (2) of this subsection. (c) Any offender who is serving more than one sentence imposed following convictions in more than one case shall not serve a consecutive period of probation or suspension of sentence that is in excess of the limitations imposed by subsection (b) of this section. Any sentence of probation or suspension of sentence (or any portion thereof) which, if served consecutively to another such sentence, would result in an aggregate sentence of probation or suspension of sentence in excess of the limitations imposed by subsection (b) of this section shall be deemed to be concurrent to such other sentence.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(3)(2)(d)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,(d) The limitations set forth in subsection (b) and (c) of this section shall not apply:, ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(3)(2)(1)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,(1) to any sentence imposed for a conviction of any sex offense as defined in Section 761 of this Title if the sentencing court determines on the record and by a preponderance of the evidence that a longer period of probation or suspension of sentence will reduce the likelihood that the offender will commit a sex offense or other violent offense in the future;, ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(3)(2)(2)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,(2) to any sentence imposed for any Title 11 violent felony as designated by Section 4201(c) of this Title if the sentencing court determines on the record and by a preponderance of the evidence that public safety will be enhanced by a longer period of probation or suspension of sentence; or, ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(3)(2)(3)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"(3) to any sentence imposed for any offense set forth in the Delaware Code if the sentencing court determines on the record and by a preponderance of the evidence that a longer period of probation or suspension of sentence is necessary to ensure the collection of any restitution ordered, except that any period of probation ordered pursuant to this paragraph that is in excess of the limitations set forth in subsections (b) and (c) of this section shall be served at Accountability Level I - Restitution Only pursuant to the terms of Section 4204(c)(10) of this Title.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(3)(2)(e)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"(e) The limitations set forth in subsection (b) and (c) of this section may be exceeded by up to 90 days by the sentencing court if it determines that the defendant has not yet completed a substance abuse treatment program ordered by the court, provided that each extension of sentence ordered pursuant to this subsection shall be preceded by a hearing, and by a finding on the record and by a preponderance of the evidence, that such extension of sentence is necessary to facilitate the completion of the substance abuse treatment program.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(3)(2)(f)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"(f) Except as provided by subsection (g) of this section, in no event shall the total period of probation or suspension of sentence exceed the maximum term of commitment provided by law for the offense or 1 year, whichever is greater; provided that in all cases where no commitment is provided by law the period of probation or suspension of sentence shall not be more than 1 year.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(3)(2)(g)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,(g) Any period of custodial supervision imposed pursuant to Section 4204(l) of this Title shall not be subject to the limitations set forth by this section., ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(3)(2)(h)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"(h) Notwithstanding any provision of this Code or court rule to the contrary, any Superior Court judge who is presiding over any proceeding at which an offender is sentenced or found to have violated any condition or term of an imposed period of probation or suspension of sentence shall be deemed to have jurisdiction over any sentence to a period of probation or suspension of sentence currently being served by the offender regardless of the court or county in which such sentence was originally imposed, and may modify, revoke or terminate any such period of probation or suspension of sentence.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(3)(2)(i)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"(i) Notwithstanding any law, rule or regulation to the contrary, the Department shall have the authority without leave of the Court to reclassify any offender serving a sentence of probation at Accountability Levels I, II or III between said levels as deemed necessary and appropriate by the Department, provided that at least 60 days has elapsed from the date on which such sentence was originally imposed, and provided that the Department shall first evaluate the offender using an objective classification tool designed to assist in the determination of the appropriate level of probation. Offenders shall be reevaluated and reclassified periodically as the Department deems necessary and appropriate.""", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_5(c)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"Section 5. Amend Section 4334 of Title 11 of the Delaware Code by redesignating subsection (d) thereof as subsection ""(e)"", and by striking subsection (c) thereof in its entirety, and by adding new subsections ""(c)""and ""(d)"" to said section, to read as follows ""(c) Upon such arrest and detention, the Department shall immediately notify the court and shall submit in writing a report showing in what manner the probationer has violated the conditions of probation or suspension of sentence. Thereupon, or upon arrest by warrant as provided in subsection (b) of this section, the court shall cause the probationer to be brought before it without unnecessary delay, for a hearing on the violation charge. The hearing may be informal or summary. If the violation is established, the court may continue or revoke the probation or suspension of sentence, and may require the probation violator to serve the sentence imposed, or any lesser sentence, and, if imposition of sentence was suspended, may impose any sentence which might originally have been imposed.:", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_5(d)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"(d) Notwithstanding any provision of subsection (c) of this section or any other law, rule or regulation to the contrary, the Department is authorized to administratively resolve technical and minor violations of the conditions of probation or supervision at Accountability Levels I, II, III or IV when a sanction less restrictive than Level V is being sought by the Department as a result of the violation, and is further authorized to administratively resolve technical and minor violations of conditions of probation at Accountability Levels I, II, III, or IV by placing the probationer at Accountability Level IV for a period of not more than 5 days consecutively, and not more than 10 days in any one calendar year. The Department shall adopt written procedures providing for administrative review for all cases in which an offender is placed at level IV pursuant to this subsection. All administrative dispositions imposed pursuant to this subsection shall be documented in the offender's record and shall be made available to the court in the event of a subsequent violation which is considered by the court. For the purposes of this subsection, the term ""technical and minor violations of the conditions of probation or supervision"" shall not include arrests or convictions for new criminal offenses."" For the purposes of this subsection, the limits pertaining to the use of Level IV as administrative sanction for technical and minor violations of Level I, II or III shall not apply to the use of home confinement for such purposes.""", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_6(14)",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"Section 6. Amend Section 6504(14) of Title 11 of the Delaware Code by striking the first two sentences of said subsection and by substituting in lieu thereof the following: ""(14) Collecting a fee as a condition of probation supervision. An offender sentenced to probation shall be charged a fixed fee of $ 200.00 for each period of probation. If an offender is serving multiple sentences of probation simultaneously, the sentences shall be treated as one period of probation for the purposes of assessing and collecting the supervision fee."", and further by deleting the word ""monthly"" as found twice in the remainder of that subsection.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_7",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"Section 7. Amend Section 4101(b) of Title 11 of the Delaware Code by striking the second sentence of said subsection in its entirety, and by substituting in lieu thereof the following: ""Such judgment shall be immediately executable, enforceable and/or transferable by the State or by the victim to whom such restitution is ordered in the same manner as other judgments of the court. If not paid promptly upon its imposition or in accordance with the terms of the order of the court, or immediately if so requested by the State, the clerk or Prothonotary shall cause the judgment to be entered upon the civil judgment docket of the court; provided, however, that where a stay of execution is otherwise permitted by law such a stay shall not be granted as a matter of right but only within the discretion of the court.""", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_8",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"Section 8. Amend Section 4101(b) of Title 11 of the Delaware Code by adding immediately after the last sentence of said subsection the following: ""Judgments docketed pursuant to this subsection shall be exempt from the provisions of 10 Del. C. Section 4711 which mandate the expiration of judgments, and which require the renewal of such judgments.""", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_9",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"Section 9. Amend Section 4711 of Title 10 of the Delaware Code by adding a new paragraph to said section, to read as follows: ""This section shall not apply to those judgments entered of record pursuant to court-ordered restitution awards as provided in 11 Del. C. Section 4101(b).""", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_10",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"Section 10. Within 90 days of the effective date of this Act, the Sentencing Accountability Commission will promulgate guidelines that will substantially reduce use of probation as a means of punishment. These guidelines shall include meaningful restrictions on the practice of imposing sentences involving short periods of incarceration that are followed by long periods of probation. Within 180 days of the effective date of this Act, the Sentencing Accountability Commission will review proceedings conducted pursuant to 11 Del.C. Section 4333(h) as promulgated herein, will make recommendations concerning the proper allocation of resources by the judiciary for this purpose and will identify any funding sources necessary to support this procedure. On or before January 15, 2005, the Sentencing Accountability Commission and the Statistical Analysis Center shall issue a joint report to the Governor, the Controller General, and to the respective Chairs of the House and Senate Correction Committees regarding the effect of this legislation on the administration of justice.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_11",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,Section 11. This Act shall be effective 30 days after its enactment., ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_fundslisted",all the costs,"payment of fines, costs and restitution upon conviction",2003.0,,,,,"In 2003, legislative funds were broken down/added; Section 1. The several amounts named in this Act, or such part thereof as may be necessary and essential to the proper conduct of the business of the agencies named herein, during the fiscal year ending June 30, 2004, are hereby appropriated and authorized to be paid out of the Treasury of the State by the respective departments and divisions of State Government, and other specified spending agencies, subject to the limitations of this Act and to the provisions of Title 29, Part VI, Delaware Code, as amended or qualified by this Act, all other provisions of the Delaware Code notwithstanding. All parts or portions of the several sums appropriated by this Act which, on the last day of June 2004, shall not have been paid out of the State Treasury, shall revert to the General Fund, provided, however, that no funds shall revert which are encumbered pursuant to Title 29, Section 6521, Delaware Code.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101",all the costs,"payment of fines, costs and restitution upon conviction",2005.0,,,,,"This legislation amends the Delaware Code to establish the Office of Management and Budget by transferring various divisions and other organizational units from the Office of the Budget, Department of Administrative Services and the State Personnel Office to the newly established Office of Management and Budget and the Department of State. The powers and duties of the Director of the Office of Management and Budget and the Secretary of the Department of State are aligned to reflect the transfers of the divisions and other organizational units and the newly established Office of Management and Budget. The Office of the Budget, Department of Administrative Services and the State Personnel Office are stricken. Various sections of the Delaware Code are amended to reflect changes in titles and nomenclature.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_2(5)",all the costs,"payment of fines, costs and restitution upon conviction",2005.0,,,,,"Section 1. Amend Section 1302, Title 24 of the Delaware Code by inserting after subsection (4) a new subsection (5) to read as follows: ""(5) 'Computer forensic specialist', means persons who interpret, evaluate, test, or analyze pre-existing data from computers, computer systems, networks, or other electronic media, provided to them by another person where that person owns, controls, or possesses said computer, computer systems, networks, or electronic media."".

", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_2",all the costs,"payment of fines, costs and restitution upon conviction",2005.0,,,,,"Section 2. Redesignate subsections ""(5)""through ""(9)"" as ""(6)"" through ""(20)"".", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_3",all the costs,"payment of fines, costs and restitution upon conviction",2005.0,,,,,"Section 3. Amend Section 1302(9) by striking the words ""Investigations company"" and inserting in lieu thereof ""Investigator"" before the words ""or 'agency""'.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_3",all the costs,"payment of fines, costs and restitution upon conviction",2005.0,,,,,"Section 4. Amend Section 1302(9), Title 24 of the Delaware Code by adding a new subsection (f) as follows: ""(f) 'Investigator' or 'agency' shall not include any person employed as a computer forensic specialist."".", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(1)",all the costs,"payment of fines, costs and restitution upon conviction",2007.0,,,,,"Amend Section 4101 of Title 11 of the Delaware Code by adding as a new subsection “(f)” the following: (1)  In addition to, and at the same time as any fine, penalty or forfeiture is assessed to a criminal defendant, recipient of a civil offense, or any child adjudicated delinquent, there shall be levied an additional surcharge of 50% of the fine for the Transportation Trust Fund imposed and collected for any violations of Title 21 of the Delaware Code.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(2)",all the costs,"payment of fines, costs and restitution upon conviction",2007.0,,,,,"(2) For fiscal years ending prior to July 1, 2008, no more than $ 1.5 million of the surcharge collected under this Section shall be deposited into the Transportation Trust Fund. Any amount in excess of $ 1.5 million collected prior to July 1, 2008 shall be deposited into the General Fund.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(3)",all the costs,"payment of fines, costs and restitution upon conviction",2007.0,,,,,"(3) If a fine or penalty is waived in whole or in part, the court may, in its discretion, waive up to the same percentage of the assessment."".", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_2",all the costs,"payment of fines, costs and restitution upon conviction",2007.0,,,,,"If any provisions of this Act or the application thereof to any person or circumstance is held invalid, such invalidity shall not affect other provisions or applications of the Act which can be given effect without the invalid provision or application, and to that end the provisions of this Act are declared to be severable.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_2",all the costs,"payment of fines, costs and restitution upon conviction",2007.0,,,,,"This Act shall take effect on January 1, 2008, and shall apply to all applicable offenses or violations occurring after that date.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(f)",all the costs,"payment of fines, costs and restitution upon conviction",2007.0,,,,,"Amend Section 4101, Title 11 of the Delaware Code by adding as a new subsection “(f)” the following: ""(f)  In addition to, and at the same time as, any fine, penalty or forfeiture is assessed to any criminal or traffic defendant or any child adjudicated delinquent, there shall be levied an additional penalty of one dollar ($ 1.00) imposed and collected by the courts for crimes or offenses as defined in Section 233 of this Title. When a fine, penalty or forfeiture is suspended, in whole or in part, the penalty assessment shall not be suspended.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(f)(1)",all the costs,"payment of fines, costs and restitution upon conviction",2007.0,,,,,"(1) Upon collection of the penalty assessment, the same shall be paid over to the prothonotary or Clerk of Courts, as the case may be, who shall collect the same and transmit it to the State Treasury to be deposited in a separate account for the administration of this subsection, which account shall be designated the ‘DELJIS Fund’, which is hereby created. The Fund is to be administered by the DELJIS Director. Funds shall be utilized to cover line charges, maintenance costs and upgrading of software and hardware that comprise the system known as the Criminal Justice Information System (CJIS) utilized by State and local law enforcement agencies in addition to all agencies designated as ‘Criminal Justice Agencies’.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(f)(2)",all the costs,"payment of fines, costs and restitution upon conviction",2007.0,,,,,"(2) For each fiscal year, if the balance in the DELJIS Fund exceeds $ 250,000, said funds shall be transferred to the General Fund of the State of Delaware on June 30. The DELJIS Director shall submit a detailed spending plan for the use of the DELJIS funds to the State Budget Director and Controller General no later than September 30 of each fiscal year. No funds shall be expended until the plan is approved by the State Budget Director and the Controller General."".", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"Amend Section 4101, Title 11 of the Delaware Code by adding thereto a new paragraph (h) as follows: ""(h)  In addition to, and at the same time as, any fine or other penalty is assessed to any criminal or traffic defendant or any child adjudicated delinquent, there shall be levied an additional penalty of fifteen dollars ($ 15.00) imposed and collected by the courts for each crime and offense as defined in Section 233 of this title. When a fine or other penalty is suspended in whole or in part, the penalty assessment may not be suspended.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(1)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"(1) Upon collection of the penalty assessment, the assessment must be paid over to the prothonotary or Clerk of Courts, as the case may be, who shall collect the same and transmit it to the State Treasury to be deposited in a separate account for the administration of this subsection, which account shall be designated ‘The Fund to Combat Violent Crimes’, which is hereby created.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(2)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"(2) One-half of the Fund, but no more than $ 2,125,000 per year, shall be distributed to the Department of Safety and Homeland Security for use in connection with initiatives to combat violent crime. Funds distributed to the Department of Safety and Homeland Security hereunder may be used to cover salaries, overtime and other salary costs, expenses, equipment, and supplies for State Troopers and other personnel.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(3)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"(3) One-half of the Fund, but no more than $ 2,125,000 per year, shall be distributed to local law enforcement agencies for use in connection with initiatives to combat violent crime. Funds may be used to cover overtime, expenses, equipment and supplies, and as otherwise set forth in subparagraph (h)(6).", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(4)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"(4) The Fund to Combat Violent Crimes Committee shall administer the monies distributable to local law enforcement agencies hereunder. The Committee shall be comprised of five (5) members, namely the Secretary of the Department of Safety and Homeland Security, the Superintendent of the Delaware State Police, the Attorney General, the President of the Delaware Police Chiefs Council and the President of the Delaware State Lodge of the Fraternal Order of Police, or the respective designees of such members. The Secretary of the Department of Safety and Homeland Security shall be the chairperson of the Committee.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(4)(a)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"a. All local law enforcement agencies seeking funds hereunder shall submit a yearly request for funding to the Committee. Such request shall include, without limitation, (i) a detailed description of how the requested funds will be used by the local law enforcement agency to combat violent crime; (ii) the amount of any and all funds received by said local law enforcement agency from the Fund during the previous five fiscal years; and (iii) the name of the local law enforcement agency requesting said funds and the name of the individual in such agency who shall be responsible for keeping accurate records as to the use of said funds.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(4)(b)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"b. In addition, prior to receiving any funds hereunder in any fiscal year, all local law enforcement agencies shall certify in writing to the Committee that (i) funds received from The Fund to Combat Violent Crimes will supplement, not supplant, any non-state funding to local law enforcement agencies that would otherwise be available for activities funded under this paragraph; (ii) the award of any funds hereunder shall not guarantee that funding shall be available to the same extent in future fiscal years; (iii) the responsibility for any future decrease in funding shall be borne by the local law enforcement agency, not the state.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(4)(c)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"c. The Committee may require such additional information from local law enforcement agencies, and may otherwise adopt such procedures and forms, as shall be necessary for the effective administration of this paragraph.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(5)(a)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"(5) If a majority of the Committee determines that all of the funds requested by a local law enforcement agency will be used for purposes permitted hereunder, the Committee shall authorize payment to each local law enforcement agency as follows: a.  Each full-time local law enforcement agency shall receive $ 15,000 per year and each part-time local law enforcement agency shall receive $ 7,500 per year.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(5)(b)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"b. All funds in excess of the amounts set forth above shall be distributed to local law enforcement agencies on a pro rata basis, based upon the local law enforcement agency’s actual strength of full-time sworn officers.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(6)(a)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"(6) Local law enforcement agencies shall not be permitted to use monies hereunder to cover salaries or other salary costs, except overtime, unless the Committee a.  determines that sufficient funding is available from The Fund to Combat Violent Crimes to support such expenditures on a long-term basis; and", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(6)(b)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"b. issues a written opinion to that effect, signed by all of the members of the Committee and provided to the Governor and the chair and co-chair of the Joint Finance Committee, no earlier than June 30, 2012.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(7)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"(7) Any funds granted to a local law enforcement agency pursuant to subsections (5) and (6) hereunder that are not fully expended within twelve (12) months of receipt thereof must be returned by the agency to The Fund to Combat Violent Crimes within 60 days, unless the agency has requested and has received an authorization in writing for an extension of up to 120 days by the Committee.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(8)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"(8) Notwithstanding anything to the contrary herein, no more than $ 4.25 million of the funds collected under this paragraph in each fiscal year shall be deposited into The Fund to Combat Violent Crimes. Any amount in excess of $ 4.25 million in each fiscal year shall be deposited into the General Fund.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(9)(a)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"(9) For purposes of this section: a.  ‘Full-time local law enforcement agency’ shall mean any local law enforcement agency providing continuous, 24-hour coverage to a county or municipality.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(9)(b)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,b. ‘Fund’ shall mean The Fund to Combat Violent Crimes., ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(9)(c)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"c. ‘Initiative to combat violent crime’ means any initiative, plan, proposal, operation or strategy designed to reduce the prevalence of one more offenses classified as a ‘violent felonies’ pursuant to Section 4201(c) of Title 11.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(9)(d)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"d. ‘Local law enforcement agency’ means any county or municipal police department within this state, but does not include any county sheriff’s office.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(h)(9)(e)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"e. ‘Part-time local law enforcement agency’ shall mean any local law enforcement agency providing less than continuous, 24-hour coverage to a county or municipality."".", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_(i)",all the costs,"payment of fines, costs and restitution upon conviction",2011.0,,,,,"Added: (i)  Prior to any fine, penalty or forfeiture being assessed a criminal defendant or any child adjudicated delinquent, the Attorney General or other prosecuting agency shall notify the Court if the victim was 62 years of age or older. In addition to, and at the same time as, any fine, penalty or forfeiture is assessed to any criminal defendant or any child adjudicated delinquent, there shall be levied an additional penalty of $ 100.00 imposed and collected by the courts for crimes or offenses in Chapter 5 of Title 11 where the victim was 62 years of age or older. When a fine, penalty or forfeiture is suspended, in whole or in part, the penalty assessment under this subsection shall not be suspended.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(4101)(j)",all the costs,"payment of fines, costs and restitution upon conviction",2013.0,,,,,"Section 1. Amend Section 4101, Title 11 of the Delaware Code by making deletions as shown by strike through and insertions as shown by underline as follows: (j)  In addition to, and at the same time as any fine, penalty, or forfeiture assessed to a criminal defendant or recipient of a civil offense, there shall be levied an additional penalty of $ 10 imposed and collected for any violations of Title 21. When a fine, penalty, or forfeiture is suspended, in whole or in part, this penalty assessment may not be suspended.", ,False,False,False,False,False,none
