la,statute_id,statute_name,estimated_amount,penalty_type,year,penalty_amt_min,penalty_amt_max,penalty_amt_fixed,penalty_other,notes,is_discretionary_text,has_min,has_max,has_fixed,has_numeric_amount,amount_type
Guiselle M Delgadillo,ms_226,miss. code ann. § 97-17-43 (1),$0 - $1000,"petit larceny; misdemeanor taking of personal property; less than $1,000",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_227,miss. code ann. § 97-17-43 (1),$0 - $1000,"petit larceny: misdemeanor theft of personal property between $500 and $1,000; third or subsequent offense",1992.0,,,,,"WASN'T ADDED UNTIL 2014. . Any person convicted of a third or subsequent offense under this section where the value of the property is not less than Five Hundred Dollars ($ 500.00), shall be imprisoned in the Penitentiary for a term not exceeding three (3) years or fined an amount not exceeding One Thousand Dollars ($ 1,000.00), or both.",False,False,False,False,False,none
Guiselle M Delgadillo,ms_227,miss. code ann. § 97-17-43 (1),$0 - $1000,"petit larceny: misdemeanor theft of personal property between $500 and $1,000; third or subsequent offense",1997.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_227,miss. code ann. § 97-17-43 (1),$0 - $1000,"petit larceny: misdemeanor theft of personal property between $500 and $1,000; third or subsequent offense",1999.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_227,miss. code ann. § 97-17-43 (1),$0 - $1000,"petit larceny: misdemeanor theft of personal property between $500 and $1,000; third or subsequent offense",2003.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_227,miss. code ann. § 97-17-43 (1),$0 - $1000,"petit larceny: misdemeanor theft of personal property between $500 and $1,000; third or subsequent offense",2004.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_227,miss. code ann. § 97-17-43 (1),$0 - $1000,"petit larceny: misdemeanor theft of personal property between $500 and $1,000; third or subsequent offense",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_228,miss. code ann. § 97-17-43 (2),$0 - $2000,"petit larceny: misdemeanor theft of property from a place of worship, under $1,000",1992.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_228,miss. code ann. § 97-17-43 (2),$0 - $2000,"petit larceny: misdemeanor theft of property from a place of worship, under $1,000",1997.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_228,miss. code ann. § 97-17-43 (2),$0 - $2000,"petit larceny: misdemeanor theft of property from a place of worship, under $1,000",1999.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_228,miss. code ann. § 97-17-43 (2),$0 - $2000,"petit larceny: misdemeanor theft of property from a place of worship, under $1,000",2003.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_229,miss. code ann. § 97-17-43 (2),$0 - $2000,"petit larceny: misdemeanor theft of property from a place of worship, between $500 and $1,000; third or subsequent offense",2004.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_229,miss. code ann. § 97-17-43 (2),$0 - $2000,"petit larceny: misdemeanor theft of property from a place of worship, between $500 and $1,000; third or subsequent offense",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_229,miss. code ann. § 97-17-43 (2),$0 - $2000,"petit larceny: misdemeanor theft of property from a place of worship, between $500 and $1,000; third or subsequent offense",1992.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_229,miss. code ann. § 97-17-43 (2),$0 - $2000,"petit larceny: misdemeanor theft of property from a place of worship, between $500 and $1,000; third or subsequent offense",1997.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_229,miss. code ann. § 97-17-43 (2),$0 - $2000,"petit larceny: misdemeanor theft of property from a place of worship, between $500 and $1,000; third or subsequent offense",1999.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_229,miss. code ann. § 97-17-43 (2),$0 - $2000,"petit larceny: misdemeanor theft of property from a place of worship, between $500 and $1,000; third or subsequent offense",2003.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_229,miss. code ann. § 97-17-43 (2),$0 - $2000,"petit larceny: misdemeanor theft of property from a place of worship, between $500 and $1,000; third or subsequent offense",2004.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_229,miss. code ann. § 97-17-43 (2),$0 - $2000,"petit larceny: misdemeanor theft of property from a place of worship, between $500 and $1,000; third or subsequent offense",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_230,miss. code ann. § 97-17-43 (3)(d),$25,petit larceny; theft of motor fuel,1992.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_230,miss. code ann. § 97-17-43 (3)(d),$25,petit larceny; theft of motor fuel,1997.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_230,miss. code ann. § 97-17-43 (3)(d),$25,petit larceny; theft of motor fuel,1999.0,,,25.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_230,miss. code ann. § 97-17-43 (3)(d),$25,petit larceny; theft of motor fuel,2003.0,,,25.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_230,miss. code ann. § 97-17-43 (3)(d),$25,petit larceny; theft of motor fuel,2004.0,,,25.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_230,miss. code ann. § 97-17-43 (3)(d),$25,petit larceny; theft of motor fuel,2014.0,,,25.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_231,miss. code ann. § 97-17-49,$5 - $25,larceny; shearing wool from dead sheep,1942.0,5.0,5.0,,,"Codes, 1880, § 818; 1892, § 1180; 1906, § 1258; Hemingway’s 1917, § 988; 1930, § 1016; 1942, § 2248. no digitial history",False,True,True,False,True,range
Guiselle M Delgadillo,ms_232,miss. code ann. § 97-17-51,$0 - $500,larceny; stealing dog,1962.0,,,,,"Codes, 1880, § 2903; 1892, § 1175; 1906, § 1253; Hemingway’s 1917, § 983; 1930, § 1011; 1942, § 2243; Laws, 1962, ch. 314, eff from and after July 1, 1962. no digitial history",False,False,False,False,False,none
Guiselle M Delgadillo,ms_233,miss. code ann. § 97-17-53 (2),restitution,larceny: knowing and willful theft or carrying away of livestock; obtaining livestock through fraudulent conduc,1993.0,,,,restitution,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_233,miss. code ann. § 97-17-53 (2),restitution,larceny: knowing and willful theft or carrying away of livestock; obtaining livestock through fraudulent conduc,2013.0,,,,restitution,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_234,miss. code ann. § 97-17-55,$0 - $100,larceny; stealing milk from cow,1942.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_235,miss. code ann. § 97-17-59 (1),$200 - $500,larceny; stealing timber of value less than $250,2000.0,200.0,200.0,,,,False,True,True,False,True,range
Guiselle M Delgadillo,ms_235,miss. code ann. § 97-17-59 (1),$200 - $500,larceny; stealing timber of value less than $250,2004.0,200.0,200.0,,,,False,True,True,False,True,range
Guiselle M Delgadillo,ms_236,miss. code ann. § 97-17-59 (2),$1000 - $5000,larceny; stealing timber of value $250 or greater,2000.0,1000.0,1000.0,,,"Codes, 1942, § 2386.5; Laws, 1954, ch. 221, §§ 1, 2(¶¶ 1, 2); NO FEE CHANGES.  Laws, 2000, ch. 355, § 1; Laws, 2004, ch. 419, § 3, eff from and after July 1, 2004.",False,True,True,False,True,range
Guiselle M Delgadillo,ms_236,miss. code ann. § 97-17-59 (2),$1000 - $5000,larceny; stealing timber of value $250 or greater,2004.0,1000.0,1000.0,,,,False,True,True,False,True,range
Guiselle M Delgadillo,ms_237,miss. code ann. § 97-17-59 (3),restitution,larceny; stealing timber; restitution,2000.0,,,,restitution,"Codes, 1942, § 2386.5; Laws, 1954, ch. 221, §§ 1, 2(¶¶ 1, 2); NO FEE CHANGES.  Laws, 2000, ch. 355, § 1; Laws, 2004, ch. 419, § 3, eff from and after July 1, 2004.",False,False,False,False,False,none
Guiselle M Delgadillo,ms_237,miss. code ann. § 97-17-59 (3),restitution,larceny; stealing timber; restitution,2004.0,,,,restitution,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_238,miss. code ann. § 97-17-60 (5),$0 - $1000,payment for timber acquired for resale; delinquency in payment; value $500 or less,2004.0,,,,,"Laws, 2004, ch. 419, § 2, eff from and after July 1, 2004. ) Whoever violates this section, upon conviction thereof, when the value of the timber product is Five Hundred Dollars ($500.00) or less, shall be fined not more than One Thousand Dollars ($1,000.00), or imprisoned for not more than one (1) year, or both.",False,False,False,False,False,none
Guiselle M Delgadillo,ms_239,miss. code ann. § 97-17-60 (5),$0 - $5000,payment for timber acquired for resale; delinquency in payment; value $500 or greater,2004.0,,,,,"Laws, 2004, ch. 419, § 2, eff from and after July 1, 2004. )  When the value of the timber product is more than Five Hundred Dollars ($500.00), the violator, upon conviction thereof, shall be fined not more than Five Thousand Dollars ($5,000.00), or imprisoned for not more than ten (10) years, or both.",False,False,False,False,False,none
Guiselle M Delgadillo,ms_240,miss. code ann. § 97-17-61,$0 - $1000,"larceny; taking and carrying away certain animals or motor vehicles, not constituting larceny",1996.0,,,,,"Codes, 1880, § 2911; 1892, § 1186; 1906, § 1264; Hemingway’s 1917, § 994; 1930, § 1022; 1942, § 2254; Laws, 1940, ch. 239;",False,False,False,False,False,none
Guiselle M Delgadillo,ms_241,miss. code ann. § 97-17-61,restitution,"larceny; taking and carrying away certain animals or motor vehicles, not constituting larceny",1996.0,,,,restitution,[A> THE COURT SHALL ORDER ANY PERSON CONVICTED UNDER THIS SECTION TO PAY RESTITUTION FOR ANY DAMAGE CAUSED TO ANY PROPERTY AS A RESULT OF VIOLATING THIS SECTION. <A],False,False,False,False,False,none
Guiselle M Delgadillo,ms_242,miss. code ann. § 97-17-64(5)(a),$0 - $250,"larceny; under lease or rental agreement; value less than $1,000",2014.0,,,,,"Laws, 1987, ch. 352",False,False,False,False,False,none
Guiselle M Delgadillo,ms_243,miss. code ann. § 97-17-64(5)(a),$0 - $1000,"larceny under lease or rental agreement; subsequent offense; value between $500 and $1,000",2014.0,,,,,"if the court finds substantial and compelling reasons why the offender cannot be safely and effectively supervised in the community, is not amenable to community-based treatment, or poses a significant risk to public safety. If such a finding is not made, the court shall suspend the sentence of imprisonment and impose a period of probation not exceeding one (1) year or a fine not exceeding Two Hundred Fifty Dollars ($ 250.00), or both. Any person convicted of a third or subsequent offense under this subsection where the value of the property is not less than Five Hundred Dollars ($ 500.00), shall be imprisoned in the Penitentiary for a term not exceeding three (3) years or fined an amount not exceeding One Thousand Dollars ($ 1,000.00) ;",False,False,False,False,False,none
Guiselle M Delgadillo,ms_244,miss. code ann. § 97-17-64(5)(b),$0 - $1000,"larceny; under lease or rental agreement; value $1,000 or greater",2014.0,,,,,"Guilty of a felony when the value of the personal property is* * * One Thousand Dollars ($ 1,000.00) or more and punished by a fine of not more than One Thousand Dollars ($ 1,000.00), or by imprisonment in the State Penitentiary for a term of not more than* * * five (5) years, or by both such fine and imprisonment.",False,False,False,False,False,none
Guiselle M Delgadillo,ms_245,miss. code ann. § 97-17-65 (2),$0 - $10000,looting,1968.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_246,miss. code ann. § 97-17-67 (2),$0 - $1000,"malicious mischief; value $1,000 or less; first offense",2003.0,,,,,"Codes, Hutchinson’s 1848, ch. 64, art. 7(2); 1857, ch. 64, art. 202; 1871, § 2709; 1880, § 2919; 1892, § 1209; 1906, § 1287; Hemingway’s 1917, § 1019; 1930, § 1049; 1942, § 2281; Laws, 1962, ch. 319; Laws, 1968, ch. 357, § 1 NO FEE CHANGE.",False,False,False,False,False,none
Guiselle M Delgadillo,ms_246,miss. code ann. § 97-17-67 (2),$0 - $1000,"malicious mischief; value $1,000 or less; first offense",2009.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_246,miss. code ann. § 97-17-67 (2),$0 - $1000,"malicious mischief; value $1,000 or less; first offense",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_247,miss. code ann. § 97-17-67 (2),$0 - $1000,"malicious mischief; value between $500 and $1,000; third or subsequent offense",2003.0,,,,,"NOT ADDED UNTIL 2014.  Any person convicted of a third or subsequent offense under this subsection where the value of the property is not less than Five Hundred Dollars ($ 500.00), shall be imprisoned in the Penitentiary for a term not exceeding three (3) years or fined an amount not exceeding One Thousand Dollars ($ 1,000.00), or both.",False,False,False,False,False,none
Guiselle M Delgadillo,ms_247,miss. code ann. § 97-17-67 (2),$0 - $1000,"malicious mischief; value between $500 and $1,000; third or subsequent offense",2009.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_247,miss. code ann. § 97-17-67 (2),$0 - $1000,"malicious mischief; value between $500 and $1,000; third or subsequent offense",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_248,miss. code ann. § 97-17-67 (3),$0 - $10000,"malicious mischief; value between $1,000 and $5,000",2003.0,,,,,"WASN'T ADDED UNTIL 2003. NO FEE CHANGES. [A> (3) IF THE VALUE OF THE PROPERTY DESTROYED, DISFIGURED OR INJURED IS IN EXCESS OF FIVE HUNDRED DOLLARS ($ 500.00), IT SHALL BE A FELONY PUNISHABLE BY A FINE NOT EXCEEDING TEN THOUSAND DOLLARS ($ 10,000.00) OR IMPRISONMENT IN THE PENITENTIARY NOT EXCEEDING FIVE (5) YEARS, OR BOTH. <A]",False,False,False,False,False,none
Guiselle M Delgadillo,ms_248,miss. code ann. § 97-17-67 (3),$0 - $10000,"malicious mischief; value between $1,000 and $5,000",2009.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_248,miss. code ann. § 97-17-67 (3),$0 - $10000,"malicious mischief; value between $1,000 and $5,000",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_249,miss. code ann. § 97-17-67 (4),$0 - $10000,"malicious mischief; value between $5,000 and $25,000",2003.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_249,miss. code ann. § 97-17-67 (4),$0 - $10000,"malicious mischief; value between $5,000 and $25,000",2009.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_249,miss. code ann. § 97-17-67 (4),$0 - $10000,"malicious mischief; value between $5,000 and $25,000",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_250,miss. code ann. § 97-17-67 (5),$0 - $10000,"malicious mischief; value $25,000 or greater",2003.0,,,,,"Codes, Hutchinson’s 1848, ch. 64, art. 7(2); 1857, ch. 64, art. 202; 1871, § 2709; 1880, § 2919; 1892, § 1209; 1906, § 1287; Hemingway’s 1917, § 1019; 1930, § 1049; 1942, § 2281; Laws, 1962, ch. 319; Laws, 1968, ch. 357, § 1;",False,False,False,False,False,none
Guiselle M Delgadillo,ms_250,miss. code ann. § 97-17-67 (5),$0 - $10000,"malicious mischief; value $25,000 or greater",2009.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_250,miss. code ann. § 97-17-67 (5),$0 - $10000,"malicious mischief; value $25,000 or greater",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_251,miss. code ann. § 97-17-67 (6),restitution,malicious mischief; restitution,2003.0,,,,restitution,"Codes, Hutchinson’s 1848, ch. 64, art. 7(2); 1857, ch. 64, art. 202; 1871, § 2709; 1880, § 2919; 1892, § 1209; 1906, § 1287; Hemingway’s 1917, § 1019; 1930, § 1049; 1942, § 2281; Laws, 1962, ch. 319; Laws, 1968, ch. 357, § 1; Laws, 2003, ch. 434, § 1; Laws, 2009, ch. 379, § 2; Laws, 2014, ch. 457, § 21, eff from and after July 1, 2014., other history",False,False,False,False,False,none
Guiselle M Delgadillo,ms_251,miss. code ann. § 97-17-67 (6),restitution,malicious mischief; restitution,2009.0,,,,restitution,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_251,miss. code ann. § 97-17-67 (6),restitution,malicious mischief; restitution,2014.0,,,,restitution,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_252,miss. code ann. § 97-17-68 (2),$0 - $200,coin operated devices; first offense,2009.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_253,miss. code ann. § 97-17-68 (2),$0 - $500,coin operated devices; subsequent offenses,2009.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_254,miss. code ann. § 97-17-70 (4),$0 - $10000,"receiving stolen property; value between $1,000 and $5,000",1993.0,,,,,"The 2005 amendment aimed to revise the defenses to a charge of receiving stolen property. However, the section was not actually amended by Laws, 2005, ch. 511, § 1",False,False,False,False,False,none
Guiselle M Delgadillo,ms_254,miss. code ann. § 97-17-70 (4),$0 - $10000,"receiving stolen property; value between $1,000 and $5,000",2003.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_254,miss. code ann. § 97-17-70 (4),$0 - $10000,"receiving stolen property; value between $1,000 and $5,000",2005.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_254,miss. code ann. § 97-17-70 (4),$0 - $10000,"receiving stolen property; value between $1,000 and $5,000",2007.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_254,miss. code ann. § 97-17-70 (4),$0 - $10000,"receiving stolen property; value between $1,000 and $5,000",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_255,miss. code ann. § 97-17-70 (5),$0 - $10000,"receiving stolen property; value between $5,000 and $25,000",1993.0,,,,,"Any person convicted of this offense shall be fined up to Ten Thousand Dollars ($10,000) or imprisoned in the Penitentiary for up to ten (10) years, or both.",False,False,False,False,False,none
Guiselle M Delgadillo,ms_255,miss. code ann. § 97-17-70 (5),$0 - $10000,"receiving stolen property; value between $5,000 and $25,000",2003.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_255,miss. code ann. § 97-17-70 (5),$0 - $10000,"receiving stolen property; value between $5,000 and $25,000",2005.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_255,miss. code ann. § 97-17-70 (5),$0 - $10000,"receiving stolen property; value between $5,000 and $25,000",2007.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_255,miss. code ann. § 97-17-70 (5),$0 - $10000,"receiving stolen property; value between $5,000 and $25,000",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_256,miss. code ann. § 97-17-70 (6),$0 - $10000,"receiving stolen property; value greater than $25,000",1993.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_256,miss. code ann. § 97-17-70 (6),$0 - $10000,"receiving stolen property; value greater than $25,000",2003.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_256,miss. code ann. § 97-17-70 (6),$0 - $10000,"receiving stolen property; value greater than $25,000",2005.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_256,miss. code ann. § 97-17-70 (6),$0 - $10000,"receiving stolen property; value greater than $25,000",2007.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_256,miss. code ann. § 97-17-70 (6),$0 - $10000,"receiving stolen property; value greater than $25,000",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_257,miss. code ann. § 97-17-70 (7),$0 - $1000,"receiving stolen property; value less than $1,000",1993.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_257,miss. code ann. § 97-17-70 (7),$0 - $1000,"receiving stolen property; value less than $1,000",2003.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_257,miss. code ann. § 97-17-70 (7),$0 - $1000,"receiving stolen property; value less than $1,000",2005.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_257,miss. code ann. § 97-17-70 (7),$0 - $1000,"receiving stolen property; value less than $1,000",2007.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_257,miss. code ann. § 97-17-70 (7),$0 - $1000,"receiving stolen property; value less than $1,000",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_258,miss. code ann. § 97-17-70 (7),$0 - $1000,receiving stolen property; value greater than $500; third or subsequent offense,1993.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_258,miss. code ann. § 97-17-70 (7),$0 - $1000,receiving stolen property; value greater than $500; third or subsequent offense,2003.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_258,miss. code ann. § 97-17-70 (7),$0 - $1000,receiving stolen property; value greater than $500; third or subsequent offense,2005.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_258,miss. code ann. § 97-17-70 (7),$0 - $1000,receiving stolen property; value greater than $500; third or subsequent offense,2007.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_258,miss. code ann. § 97-17-70 (7),$0 - $1000,receiving stolen property; value greater than $500; third or subsequent offense,2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_259,miss. code ann. § 97-17-71 (16),$0 - $1000,"receiving stolen scrap metal; value less than $1,000",1993.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_259,miss. code ann. § 97-17-71 (16),$0 - $1000,"receiving stolen scrap metal; value less than $1,000",2008.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_259,miss. code ann. § 97-17-71 (16),$0 - $1000,"receiving stolen scrap metal; value less than $1,000",2012.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_259,miss. code ann. § 97-17-71 (16),$0 - $1000,"receiving stolen scrap metal; value less than $1,000",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_259,miss. code ann. § 97-17-71 (16),$0 - $1000,"receiving stolen scrap metal; value less than $1,000",2021.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_259,miss. code ann. § 97-17-71 (16),$0 - $1000,"receiving stolen scrap metal; value less than $1,000",2022.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_260,miss. code ann. § 97-17-71 (16),$0 - $10000,"receiving stolen scrap metal; value between $1,000 and $5,000",1993.0,,,,,"Any person who is convicted of this offense shall be fined not more than Five Thousand Dollars ($ 5,000.00) or be imprisoned in the State Penitentiary for up to five (5) years, or both",False,False,False,False,False,none
Guiselle M Delgadillo,ms_260,miss. code ann. § 97-17-71 (16),$0 - $10000,"receiving stolen scrap metal; value between $1,000 and $5,000",2008.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_260,miss. code ann. § 97-17-71 (16),$0 - $10000,"receiving stolen scrap metal; value between $1,000 and $5,000",2012.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_260,miss. code ann. § 97-17-71 (16),$0 - $10000,"receiving stolen scrap metal; value between $1,000 and $5,000",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_260,miss. code ann. § 97-17-71 (16),$0 - $10000,"receiving stolen scrap metal; value between $1,000 and $5,000",2021.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_260,miss. code ann. § 97-17-71 (16),$0 - $10000,"receiving stolen scrap metal; value between $1,000 and $5,000",2022.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_261,miss. code ann. § 97-17-71 (16),restitution,stealing or receiving stolen scrap metal,1993.0,,,,restitution,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_261,miss. code ann. § 97-17-71 (16),restitution,stealing or receiving stolen scrap metal,2008.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_261,miss. code ann. § 97-17-71 (16),restitution,stealing or receiving stolen scrap metal,2012.0,,,,restitution,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_261,miss. code ann. § 97-17-71 (16),restitution,stealing or receiving stolen scrap metal,2014.0,,,,restitution,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_261,miss. code ann. § 97-17-71 (16),restitution,stealing or receiving stolen scrap metal,2021.0,,,,restitution,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_261,miss. code ann. § 97-17-71 (16),restitution,stealing or receiving stolen scrap metal,2022.0,,,,restitution,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_262,miss. code ann. § 97-17-71 (17),$0 - $10000,"receiving stolen scrap metal; value between $5,000 and $25,000",1993.0,,,,,"The person shall be guilty of a felony and shall be imprisoned in the custody of the Department of Corrections for a term not to exceed ten (10) years, fined not more than Ten Thousand Dollars ($10,000.00), or both.",False,False,False,False,False,none
Guiselle M Delgadillo,ms_262,miss. code ann. § 97-17-71 (17),$0 - $10000,"receiving stolen scrap metal; value between $5,000 and $25,000",2008.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_262,miss. code ann. § 97-17-71 (17),$0 - $10000,"receiving stolen scrap metal; value between $5,000 and $25,000",2012.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_262,miss. code ann. § 97-17-71 (17),$0 - $10000,"receiving stolen scrap metal; value between $5,000 and $25,000",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_262,miss. code ann. § 97-17-71 (17),$0 - $10000,"receiving stolen scrap metal; value between $5,000 and $25,000",2021.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_262,miss. code ann. § 97-17-71 (17),$0 - $10000,"receiving stolen scrap metal; value between $5,000 and $25,000",2022.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_263,miss. code ann. § 97-17-71 (18),$0 - $10000,"receiving stolen scrap metal; value greater than $25,000",1993.0,,,,,"The person shall be guilty of a felony and shall be imprisoned in the custody of the Department of Corrections for a term not to exceed twenty (20) years, fined not more than Ten Thousand Dollars ($10,000.00), or both.",False,False,False,False,False,none
Guiselle M Delgadillo,ms_263,miss. code ann. § 97-17-71 (18),$0 - $10000,"receiving stolen scrap metal; value greater than $25,000",2008.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_263,miss. code ann. § 97-17-71 (18),$0 - $10000,"receiving stolen scrap metal; value greater than $25,000",2012.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_263,miss. code ann. § 97-17-71 (18),$0 - $10000,"receiving stolen scrap metal; value greater than $25,000",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_263,miss. code ann. § 97-17-71 (18),$0 - $10000,"receiving stolen scrap metal; value greater than $25,000",2021.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_263,miss. code ann. § 97-17-71 (18),$0 - $10000,"receiving stolen scrap metal; value greater than $25,000",2022.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_264,miss. code ann. § 97-17-71.1 (2),$500 - $1000,failure of a scrap metal dealer to register with the office of the secretary of state; first offense,2008.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_264,miss. code ann. § 97-17-71.1 (2),$500 - $1000,failure of a scrap metal dealer to register with the office of the secretary of state; first offense,2016.0,500.0,500.0,,,,False,True,True,False,True,range
Guiselle M Delgadillo,ms_264,miss. code ann. § 97-17-71.1 (2),$500 - $1000,failure of a scrap metal dealer to register with the office of the secretary of state; first offense,2022.0,500.0,500.0,,,,False,True,True,False,True,range
Guiselle M Delgadillo,ms_265,miss. code ann. § 97-17-71.1 (2),$0 - $5000,failure of a scrap metal dealer to register with the office of the secretary of state; subsquent offense,2008.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_265,miss. code ann. § 97-17-71.1 (2),$0 - $5000,failure of a scrap metal dealer to register with the office of the secretary of state; subsquent offense,2016.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_265,miss. code ann. § 97-17-71.1 (2),$0 - $5000,failure of a scrap metal dealer to register with the office of the secretary of state; subsquent offense,2022.0,,,,,,False,False,False,False,False,none
